Date;Time;DS18B20_Temperature;SN1_WE;SN1_Aux;NO2_Concentration
2023-12-21;14:43:58;20.3125;0.9638495359062043;0.961895456765999;0.04654015256848706
2023-12-21;14:44:59;20.3125;0.9638495359062043;0.9648265754763068;0.03160272067941862
2023-12-21;14:46:00;20.3125;0.961895456765999;0.961895456765999;0.037145541317500086
2023-12-21;14:47:01;20.375;0.9628724963361015;0.9599413776257939;0.051801134869038305
2023-12-21;14:48:02;20.3125;0.9677576941866146;0.9638495359062043;0.055371087144414126
2023-12-21;14:49:03;20.375;0.9638495359062043;0.961895456765999;0.04654015256848706
2023-12-21;14:50:04;20.3125;0.961895456765999;0.9638495359062043;0.027187253391454287
2023-12-21;14:51:05;20.375;0.9638495359062043;0.9609184171958964;0.05151929653150969
2023-12-21;14:52:05;20.3125;0.9648265754763068;0.9658036150464093;0.031320882341888935
2023-12-21;14:53:06;20.3125;0.9648265754763068;0.9599413776257939;0.06119574612002528
2023-12-21;14:54:07;20.375;0.9638495359062043;0.961895456765999;0.04654015256848706
2023-12-21;14:55:08;20.375;0.9667806546165119;0.961895456765999;0.06063206944496591
2023-12-21;14:56:09;20.3125;0.9609184171958964;0.9638495359062043;0.022489947765961336
2023-12-21;14:57:10;20.375;0.9638495359062043;0.9628724963361015;0.04156100860546495
2023-12-21;14:58:11;20.3125;0.961895456765999;0.961895456765999;0.037145541317500086
2023-12-21;14:59:12;20.3125;0.9628724963361015;0.9638495359062043;0.031884559016947235
2023-12-21;15:00:13;20.3125;0.9628724963361015;0.961895456765999;0.04184284694299304
2023-12-21;15:01:14;20.25;0.9609184171958964;0.9599413776257939;0.0424065236180524
2023-12-21;15:02:15;20.3125;0.9599413776257939;0.9599413776257939;0.037709217992559455
2023-12-21;15:03:16;20.3125;0.9638495359062043;0.9628724963361015;0.04156100860546495
2023-12-21;15:04:17;20.3125;0.961895456765999;0.9589643380556911;0.05208297320656906
2023-12-21;15:05:18;20.3125;0.9628724963361015;0.9589643380556911;0.056780278832062006
2023-12-21;15:06:19;20.25;0.9599413776257939;0.9609184171958964;0.03273007402953682
2023-12-21;15:07:20;20.25;0.9599413776257939;0.9609184171958964;0.03273007402953682
2023-12-21;15:08:21;20.25;0.961895456765999;0.9599413776257939;0.04710382924354536
2023-12-21;15:09:22;20.1875;0.9609184171958964;0.9599413776257939;0.0424065236180524
2023-12-21;15:10:22;20.25;0.961895456765999;0.9589643380556911;0.05208297320656906
2023-12-21;15:11:23;20.25;0.961895456765999;0.961895456765999;0.037145541317500086
2023-12-21;15:12:24;20.3125;0.9609184171958964;0.9599413776257939;0.0424065236180524
2023-12-21;15:13:25;20.3125;0.9599413776257939;0.9609184171958964;0.03273007402953682
2023-12-21;15:14:26;20.25;0.9638495359062043;0.9609184171958964;0.05151929653150969
2023-12-21;15:15:27;20.3125;0.9599413776257939;0.9609184171958964;0.03273007402953682
2023-12-21;15:16:28;20.3125;0.9628724963361015;0.9609184171958964;0.04682199090601567
2023-12-21;15:17:29;20.375;0.9599413776257939;0.9609184171958964;0.03273007402953682
2023-12-21;15:18:30;20.3125;0.961895456765999;0.9589643380556911;0.05208297320656906
2023-12-21;15:19:31;20.3125;0.9599413776257939;0.9609184171958964;0.03273007402953682
2023-12-21;15:20:32;20.375;0.9638495359062043;0.9589643380556911;0.06147758445755602
2023-12-21;15:21:33;20.3125;0.9599413776257939;0.9589643380556911;0.042688361955583155
2023-12-21;15:22:34;20.3125;0.9540791402051783;0.9638495359062043;-0.010391191612491451
2023-12-21;15:23:35;20.3125;0.9599413776257939;0.9599413776257939;0.037709217992559455
2023-12-21;15:24:36;20.3125;0.9599413776257939;0.9579872984855886;0.04766750591860579
2023-12-21;15:25:37;20.3125;0.9609184171958964;0.9599413776257939;0.0424065236180524
2023-12-21;15:26:38;20.3125;0.9609184171958964;0.9579872984855886;0.05236481154409874
2023-12-21;15:27:39;20.25;0.9599413776257939;0.9589643380556911;0.042688361955583155
2023-12-21;15:28:39;20.25;0.9589643380556911;0.9589643380556911;0.03799105633008914
2023-12-21;15:29:40;20.1875;0.9599413776257939;0.9589643380556911;0.042688361955583155
2023-12-21;15:30:41;20.25;0.961895456765999;0.9628724963361015;0.03216639735447799
2023-12-21;15:31:42;20.1875;0.961895456765999;0.9599413776257939;0.04710382924354536
2023-12-21;15:32:43;20.25;0.9609184171958964;0.9579872984855886;0.05236481154409874
2023-12-21;15:33:44;20.25;0.961895456765999;0.9589643380556911;0.05208297320656906
2023-12-21;15:34:45;20.25;0.9609184171958964;0.9579872984855886;0.05236481154409874
2023-12-21;15:35:46;20.25;0.9599413776257939;0.9579872984855886;0.04766750591860579
2023-12-21;15:36:47;20.25;0.9540791402051783;0.9560332193453835;0.02944196009169069
2023-12-21;15:37:48;20.25;0.9589643380556911;0.9599413776257939;0.03301191236706544
2023-12-21;15:38:49;20.1875;0.9589643380556911;0.9589643380556911;0.03799105633008914
2023-12-21;15:39:50;20.1875;0.9599413776257939;0.9579872984855886;0.04766750591860579
2023-12-21;15:40:51;20.1875;0.9609184171958964;0.9579872984855886;0.05236481154409874
2023-12-21;15:41:52;20.125;0.9609184171958964;0.9589643380556911;0.04738566758107611
2023-12-21;15:42:53;20.125;0.9599413776257939;0.9589643380556911;0.042688361955583155
2023-12-21;15:43:54;20.125;0.9609184171958964;0.9599413776257939;0.0424065236180524
